Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,131.179993,132.970001,130.850006,132.449997,90.464783,6155300
2010-01-05,131.679993,131.850006,130.100006,130.850006,89.371948,6841400
2010-01-06,130.679993,131.490005,129.809998,130.000000,88.791389,5605300
2010-01-07,129.869995,130.250000,128.910004,129.550003,88.484062,5840600
2010-01-08,129.070007,130.919998,129.050003,130.850006,89.371948,4197200
2010-01-11,131.059998,131.059998,128.669998,129.479996,88.436226,5730400
2010-01-12,129.029999,131.330002,129.000000,130.509995,89.139732,8081500
2010-01-13,130.389999,131.119995,129.160004,130.229996,88.948479,6455400
2010-01-14,130.550003,132.710007,129.910004,132.309998,90.369133,7111800
2010-01-15,132.029999,132.889999,131.089996,131.779999,90.007149,8494400
2010-01-19,131.630005,134.250000,131.559998,134.139999,91.619049,13916200
2010-01-20,130.460007,131.149994,128.949997,130.250000,88.962158,15197500
2010-01-21,130.470001,130.690002,128.059998,129.000000,88.108391,9608600
2010-01-22,128.669998,128.889999,125.370003,125.500000,85.717850,10088600
2010-01-25,126.330002,126.889999,125.709999,126.120003,86.141312,5738500
2010-01-26,125.919998,127.750000,125.410004,125.750000,85.888634,7135300
2010-01-27,125.820000,126.959999,125.040001,126.330002,86.284744,8719200
2010-01-28,127.029999,127.040001,123.050003,123.750000,84.522583,9622200
2010-01-29,124.320000,125.000000,121.900002,122.389999,83.593666,11571200
2010-02-01,123.230003,124.949997,122.779999,124.669998,85.150970,7242900
2010-02-02,124.790001,125.809998,123.949997,125.529999,85.738342,5899900
2010-02-03,125.160004,126.070000,125.070000,125.660004,85.827141,4177100
2010-02-04,125.190002,125.440002,122.900002,123.000000,84.010307,9126900
2010-02-05,123.040001,123.720001,121.830002,123.519997,84.365486,8617000
2010-02-08,123.150002,123.220001,121.739998,121.879997,83.617653,5718500
2010-02-09,122.650002,124.199997,122.459999,123.209999,84.530136,6044500
2010-02-10,122.940002,123.650002,122.209999,122.809998,84.255707,5219100
2010-02-11,122.580002,124.199997,122.059998,123.730003,84.886909,5089000
2010-02-12,123.010002,124.050003,121.610001,124.000000,85.072144,8017700
2010-02-16,124.910004,125.230003,124.110001,125.230003,85.916023,6777300
2010-02-17,125.500000,126.529999,125.209999,126.330002,86.670670,5827400
2010-02-18,126.129997,128.000000,126.000000,127.809998,87.686043,5525900
2010-02-19,127.349998,128.059998,126.870003,127.190002,87.260666,6303100
2010-02-22,127.300003,127.430000,126.309998,126.849998,87.027428,3808100
2010-02-23,126.480003,127.660004,126.000000,126.459999,86.759842,4591900
2010-02-24,127.019997,128.270004,126.809998,127.589996,87.535088,4782000
2010-02-25,126.050003,127.239998,125.570000,127.070000,87.178345,5658700
2010-02-26,127.010002,128.000000,126.739998,127.160004,87.240097,4784200
2010-03-01,127.500000,128.830002,127.470001,128.570007,88.207466,4577700
2010-03-02,128.699997,129.089996,127.129997,127.419998,87.418472,6013300
2010-03-03,127.730003,128.020004,126.680000,126.879997,87.047997,6390000
2010-03-04,127.070000,127.070000,125.470001,126.720001,86.938225,6032300
2010-03-05,127.169998,127.550003,127.040001,127.250000,87.301849,6140200
2010-03-08,127.059998,127.500000,126.360001,126.410004,86.725555,6199300
2010-03-09,126.269997,126.290001,125.199997,125.550003,86.135536,7528800
2010-03-10,125.989998,126.360001,125.209999,125.620003,86.183533,6916200
2010-03-11,125.709999,127.809998,125.709999,127.599998,87.541939,7922200
2010-03-12,127.910004,128.369995,127.510002,127.940002,87.775238,5169500
2010-03-15,127.400002,128.339996,127.279999,127.830002,87.699768,4497700
2010-03-16,128.000000,128.880005,127.449997,128.669998,88.276070,6134900
2010-03-17,128.899994,128.929993,127.360001,127.760002,87.651749,6348400
2010-03-18,127.459999,128.750000,127.449997,128.380005,88.077118,4954400
